python3 -m cProfile -s cumtime src/main.py >> profile.txt
         1015011 function calls (1009599 primitive calls) in 7.412 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 core.py:143(check_nfc)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
       12    0.000    0.000    0.000    0.000 sre_compile.py:393(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 makefile.py:14(backport_makefile)
        1    0.000    0.000    0.000    0.000 selector_events.py:54(BaseSelectorEventLoop)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
       18    0.000    0.000    0.000    0.000 enum.py:581(__hash__)
        2    0.000    0.000    0.000    0.000 SSL.py:2068(get_peer_certificate)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:12(BaseSubprocessTransport)
        2    0.000    0.000    0.000    0.000 datetime.py:1049(__new__)
       47    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       22    0.000    0.000    0.000    0.000 queue.py:17(_put)
        8    0.000    0.000    0.000    0.000 cookiejar.py:1644(set_cookie)
       16    0.000    0.000    0.000    0.000 client.py:995(_output)
        1    0.000    0.000    0.000    0.000 datetime.py:531(__neg__)
       58    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
       28    0.000    0.000    0.000    0.000 enum.py:65(__init__)
        4    0.000    0.000    0.000    0.000 protocol.py:961(keepalive_ping)
        4    0.000    0.000    0.000    0.000 selectors.py:418(unregister)
        2    0.000    0.000    0.000    0.000 headers.py:165(parse_connection)
        4    0.000    0.000    0.000    0.000 url.py:22(__new__)
        4    0.000    0.000    0.000    0.000 tasks.py:655(shield)
        6    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.Cryptography_add_osrandom_engine}
       20    0.000    0.000    0.000    0.000 {method 'cast' of 'CompiledFFI' objects}
       33    0.000    0.000    0.000    0.000 {method 'gc' of 'CompiledFFI' objects}
        2    0.000    0.000    0.000    0.000 pyopenssl.py:399(options)
        1    0.000    0.000    0.000    0.000 hooks.py:13(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:907(GenericMeta)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1860(IPv6Address)
        2    0.000    0.000    0.000    0.000 utils.py:589(requote_uri)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        4    0.000    0.000    0.000    0.000 base_events.py:112(_ipaddr_info)
       43    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       19    0.000    0.000    0.000    0.000 {built-in method time.time}
        4    0.000    0.000    0.000    0.000 extensions.py:695(__init__)
       35    0.000    0.000    0.000    0.000 backend.py:1957(__init__)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:28(<module>)
        2    0.000    0.000    0.000    0.000 connection.py:228(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        2    0.000    0.000    0.000    0.000 queue.py:27(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:960(__init__)
        8    0.000    0.000    0.000    0.000 timeout.py:93(__init__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
        2    0.000    0.000    0.000    0.000 http.py:258(__str__)
        1    0.000    0.000    0.000    0.000 thread.py:4(<module>)
       19    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        2    0.000    0.000    0.000    0.000 handshake.py:161(<listcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:476(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 streams.py:42(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 serialization.py:183(PublicFormat)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       32    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 response.py:114(_get_decoder)
        7    0.000    0.000    0.000    0.000 typing.py:206(__new__)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        2    0.000    0.000    0.000    0.000 utils.py:227(extract_zipped_paths)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_new}
        1    0.000    0.000    0.000    0.000 typing.py:1245(TupleMeta)
       20    0.000    0.000    0.000    0.000 battle.py:107(<dictcomp>)
        8    0.000    0.000    0.000    0.000 cookiejar.py:448(strip_quotes)
        2    0.000    0.000    0.000    0.000 selector_events.py:472(_sock_connect_cb)
       50    0.000    0.000    0.000    0.000 events.py:182(__lt__)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        4    0.000    0.000    0.000    0.000 cookies.py:348(update)
        2    0.000    0.000    0.000    0.000 utils.py:702(<lambda>)
        1    0.000    0.000    0.000    0.000 base.py:37(Version)
        4    0.000    0.000    0.000    0.000 parse.py:461(urlunsplit)
        2    0.000    0.000    0.000    0.000 selector_events.py:44(_set_nodelay)
        1    0.000    0.000    0.000    0.000 locks.py:289(Condition)
        6    0.000    0.000    0.000    0.000 socket.py:429(family)
       20    0.000    0.000    0.000    0.000 selectors.py:20(_fileobj_to_fd)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:14(is_appengine_sandbox)
        4    0.000    0.000    0.000    0.000 connectionpool.py:290(_get_timeout)
       46    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 parse.py:325(geturl)
       47    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        2    0.000    0.000    0.000    0.000 headers.py:199(parse_upgrade)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 extensions.py:913(InhibitAnyPolicy)
        7    0.000    0.000    0.000    0.000 re.py:249(escape)
        3    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:8(is_appengine)
       18    0.000    0.000    0.000    0.000 parse.py:741(__missing__)
        2    0.000    0.000    0.000    0.000 SSL.py:1265(set_options)
       14    0.000    0.000    0.000    0.000 core.py:53(valid_label_length)
       53    0.000    0.000    0.000    0.000 enum.py:181(<genexpr>)
        2    0.000    0.000    0.000    0.000 connection.py:103(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:800(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:835(_Optional)
        1    0.000    0.000    0.000    0.000 coroutines.py:57(has_yield_from_bug)
       35    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 calendar.py:598(timegm)
        5    0.000    0.000    0.000    0.000 selectors.py:233(register)
        1    0.000    0.000    0.000    0.000 oid.py:184(CertificatePoliciesOID)
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        2    0.000    0.000    0.000    0.000 ssl_.py:360(is_ipaddress)
        4    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
        2    0.000    0.000    0.000    0.000 parser.py:18(__init__)
        2    0.000    0.000    0.000    0.000 extensions.py:821(__init__)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        4    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
       47    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 utils.py:450(_parse_content_type_header)
        2    0.000    0.000    0.000    0.000 datetime.py:689(__new__)
        7    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
        5    0.000    0.000    0.000    0.000 six.py:195(load_module)
        4    0.000    0.000    0.000    0.000 pyopenssl.py:404(verify_mode)
        4    0.000    0.000    0.000    0.000 crypto.py:549(__setattr__)
        2    0.000    0.000    0.000    0.000 random_random_battle.py:8(__init__)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        5    0.000    0.000    0.000    0.000 contextlib.py:59(__init__)
       33    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       23    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 __init__.py:1085(__init__)
       20    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_get_ext}
       10    0.000    0.000    0.000    0.000 extensions.py:1181(<genexpr>)
        1    0.000    0.000    0.000    0.000 jpcntx.py:31(<module>)
        1    0.000    0.000    0.000    0.000 events.py:666(get_event_loop_policy)
        2    0.000    0.000    0.000    0.000 protocol.py:1153(abort_keepalive_pings)
        1    0.000    0.000    0.000    0.000 server.py:527(WebSocketServer)
        2    0.000    0.000    0.000    0.000 response.py:64(__init__)
       37    0.000    0.000    0.000    0.000 context.py:264(<genexpr>)
        4    0.000    0.000    0.000    0.000 http.py:252(__init__)
        1    0.000    0.000    0.000    0.000 serialization.py:178(PrivateFormat)
        1    0.000    0.000    0.000    0.000 big5prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1445(IPv4Network)
        4    0.000    0.000    0.000    0.000 utils.py:107(super_len)
        1    0.000    0.000    0.000    0.000 oid.py:179(AuthorityInformationAccessOID)
        1    0.000    0.000    0.000    0.000 parser.py:12(<module>)
        1    0.000    0.000    0.000    0.000 events.py:658(_init_event_loop_policy)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
       17    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        4    0.000    0.000    0.000    0.000 url.py:99(split_first)
       22    0.000    0.000    0.000    0.000 _collections.py:181(__iter__)
        2    0.000    0.000    0.000    0.000 player.py:14(__init__)
       33    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        6    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.000    0.000 {built-in method today}
       16    0.000    0.000    0.000    0.000 http.py:260(<genexpr>)
        4    0.000    0.000    0.000    0.000 sessions.py:738(mount)
        2    0.000    0.000    0.000    0.000 decode_asn1.py:315(_decode_basic_constraints)
        6    0.000    0.000    0.000    0.000 _elliptic_curve.py:97(__init__)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 response.py:124(HTTPResponse)
        2    0.000    0.000    0.000    0.000 client.py:405(close)
       34    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 framing.py:54(Frame)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 certificate_transparency.py:13(LogEntryType)
        1    0.000    0.000    0.000    0.000 euctwprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:196(<listcomp>)
        2    0.000    0.000    0.000    0.000 models.py:521(prepare_content_length)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1713(clear_expired_cookies)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
       16    0.000    0.000    0.000    0.000 __init__.py:190(_checkLevel)
        3    0.000    0.000    0.000    0.000 __init__.py:752(_addHandlerRef)
       10    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        2    0.000    0.000    0.000    0.000 extensions.py:265(__init__)
        1    0.000    0.000    0.000    0.000 euckrprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1414(wait)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        2    0.000    0.000    0.000    0.000 extensions.py:659(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2700(Signature)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
       26    0.000    0.000    0.000    0.000 functools.py:74(wraps)
        1    0.000    0.000    0.000    0.000 posixpath.py:369(abspath)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:966(_find_parent_path_names)
       30    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 base.py:178(CertificateRevocationList)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        4    0.000    0.000    0.000    0.000 timeout.py:156(clone)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
       11    0.000    0.000    0.000    0.000 typing.py:512(<genexpr>)
        8    0.000    0.000    0.000    0.000 http.py:318(get_all)
        2    0.000    0.000    0.000    0.000 extensions.py:410(__init__)
        8    0.000    0.000    0.000    0.000 copy.py:66(copy)
       32    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 _util.py:93(path_string)
        1    0.000    0.000    0.000    0.000 latin1prober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
       22    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 protocol.py:1197(eof_received)
       24    0.000    0.000    0.000    0.000 player.py:135(can_accept_challenge)
