python3 -m cProfile -s cumtime src/main.py >> profile.txt
         1015011 function calls (1009599 primitive calls) in 7.412 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 crypto.py:1939(Revoked)
        2    0.000    0.000    0.000    0.000 timeout.py:140(from_float)
       14    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 selectors.py:397(__init__)
       10    0.000    0.000    0.000    0.000 weakref.py:134(__getitem__)
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       22    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 exceptions.py:225(__init__)
        6    0.000    0.000    0.000    0.000 hooks.py:17(default_hooks)
        1    0.000    0.000    0.000    0.000 encoder.py:9(_import_speedups)
        2    0.000    0.000    0.000    0.000 response.py:532(getheader)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
       20    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 models.py:226(__init__)
        2    0.000    0.000    0.000    0.000 models.py:707(is_redirect)
        6    0.000    0.000    0.000    0.000 _util.py:127(text_to_bytes_and_warn)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 keys.py:491(PrivateKeyInfo)
        4    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
       14    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 cookiejar.py:1565(_process_rfc2109_cookies)
       10    0.000    0.000    0.000    0.000 SSL.py:290(raise_if_problem)
        1    0.000    0.000    0.000    0.000 charsetprober.py:29(<module>)
        4    0.000    0.000    0.000    0.000 connection.py:116(host)
       24    0.000    0.000    0.000    0.000 timeout.py:103(_validate_timeout)
       11    0.000    0.000    0.000    0.000 six.py:184(find_module)
        1    0.000    0.000    0.000    0.000 keys.py:284(FieldID)
        1    0.000    0.000    0.000    0.000 dsa.py:150(DSAParameterNumbers)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:33(SingleByteCharSetProber)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_CTX_set_options}
        3    0.000    0.000    0.000    0.000 extensions.py:910(<genexpr>)
        1    0.000    0.000    0.000    0.000 interfaces.py:334(DHBackend)
        2    0.000    0.000    0.000    0.000 connection.py:274(set_cert)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:851(setdefault)
        4    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
       25    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        2    0.000    0.000    0.000    0.000 headers.py:311(build_extension_list)
        8    0.000    0.000    0.000    0.000 cookiejar.py:873(__init__)
        1    0.000    0.000    0.000    0.000 dh.py:185(DHPublicKey)
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.OBJ_txt2nid}
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.SSLv23_method}
       15    0.000    0.000    0.000    0.000 _util.py:62(openssl_assert)
        4    0.000    0.000    0.000    0.000 selector_events.py:249(_ensure_fd_no_transport)
        6    0.000    0.000    0.000    0.000 core.py:60(valid_string_length)
       20    0.000    0.000    0.000    0.000 battle.py:330(won_by)
        1    0.000    0.000    0.000    0.000 os.py:806(fsdecode)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 sessions.py:719(get_adapter)
        6    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_STORE_CTX_get_current_cert}
        5    0.000    0.000    0.000    0.000 retry.py:159(__init__)
        2    0.000    0.000    0.000    0.000 retry.py:304(is_retry)
        1    0.000    0.000    0.000    0.000 events.py:228(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
       16    0.000    0.000    0.000    0.000 __init__.py:685(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        4    0.000    0.000    0.000    0.000 weakref.py:288(update)
        8    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:908(__init__)
        4    0.000    0.000    0.000    0.000 headers.py:46(parse_OWS)
        1    0.000    0.000    0.000    0.000 <string>:5(WebSocketURI)
        1    0.000    0.000    0.000    0.000 cookies.py:259(Morsel)
        1    0.000    0.000    0.000    0.000 makefile.py:8(<module>)
        6    0.000    0.000    0.000    0.000 extensions.py:267(<genexpr>)
        6    0.000    0.000    0.000    0.000 extensions.py:823(<genexpr>)
        2    0.000    0.000    0.000    0.000 socket.py:560(__init__)
       16    0.000    0.000    0.000    0.000 enum.py:337(__members__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:148(__subclasshook__)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 _conditional.py:5(<module>)
        1    0.000    0.000    0.000    0.000 interfaces.py:275(X509Backend)
        4    0.000    0.000    0.000    0.000 _collections.py:44(__init__)
       10    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       14    0.000    0.000    0.000    0.000 {built-in method unicodedata.category}
        1    0.000    0.000    0.000    0.000 server.py:664(Serve)
        4    0.000    0.000    0.000    0.000 cookiejar.py:337(split_header_words)
        4    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_CTX_set_verify}
        6    0.000    0.000    0.000    0.000 extensions.py:661(<genexpr>)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:18(is_local_appengine)
        4    0.000    0.000    0.000    0.000 response.py:7(is_fp_closed)
        1    0.000    0.000    0.000    0.000 typing.py:2137(__new__)
        4    0.000    0.000    0.000    0.000 base64.py:51(b64encode)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 __init__.py:1590(LoggerAdapter)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       14    0.000    0.000    0.000    0.000 enum.py:332(<genexpr>)
       24    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:753(is_package)
       12    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 compat.py:2(<module>)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
        4    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
        6    0.000    0.000    0.000    0.000 parse.py:178(_userinfo)
        3    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 unix_events.py:1036(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:435(type)
        2    0.000    0.000    0.000    0.000 client.py:836(__init__)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       12    0.000    0.000    0.000    0.000 cookiejar.py:1732(__iter__)
        4    0.000    0.000    0.000    0.000 {built-in method allocator}
        1    0.000    0.000    0.000    0.000 extensions.py:232(SubjectKeyIdentifier)
        1    0.000    0.000    0.000    0.000 dsa.py:80(DSAPublicKey)
        1    0.000    0.000    0.000    0.000 __init__.py:49(check_compatibility)
        2    0.000    0.000    0.000    0.000 typing.py:280(__init__)
        2    0.000    0.000    0.000    0.000 transports.py:247(__init__)
       14    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 extensions.py:142(AuthorityKeyIdentifier)
        2    0.000    0.000    0.000    0.000 pyopenssl.py:311(settimeout)
        2    0.000    0.000    0.000    0.000 parse.py:165(port)
        2    0.000    0.000    0.000    0.000 streams.py:248(connection_lost)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
        1    0.000    0.000    0.000    0.000 core.py:971(Choice)
        1    0.000    0.000    0.000    0.000 base.py:260(CertificateSigningRequest)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:29(is_prod_appengine_mvms)
        2    0.000    0.000    0.000    0.000 parse.py:386(_splitnetloc)
       15    0.000    0.000    0.000    0.000 typing.py:165(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        2    0.000    0.000    0.000    0.000 socket.py:649(close)
        2    0.000    0.000    0.000    0.000 __init__.py:1456(addHandler)
       15    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        2    0.000    0.000    0.000    0.000 headers.py:182(parse_protocol)
        2    0.000    0.000    0.000    0.000 client.py:261(<listcomp>)
        2    0.000    0.000    0.000    0.000 framing.py:278(serialize_close)
        2    0.000    0.000    0.000    0.000 models.py:339(prepare_method)
        6    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_STORE_CTX_set_error}
        5    0.000    0.000    0.000    0.000 _elliptic_curve.py:78(contains)
        1    0.000    0.000    0.000    0.000 dsa.py:189(DSAPublicNumbers)
        6    0.000    0.000    0.000    0.000 socket.py:611(readable)
        1    0.000    0.000    0.000    0.000 charmap.py:60(getregentry)
        2    0.000    0.000    0.000    0.000 utils.py:565(unquote_unreserved)
        1    0.000    0.000    0.000    0.000 backend.py:108(activate_builtin_random)
        1    0.000    0.000    0.000    0.000 interfaces.py:131(DSABackend)
        1    0.000    0.000    0.000    0.000 dsa.py:65(DSAPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 coroutines.py:88(CoroWrapper)
        2    0.000    0.000    0.000    0.000 subprocess.py:773(_get_devnull)
        1    0.000    0.000    0.000    0.000 __init__.py:1582(__init__)
        3    0.000    0.000    0.000    0.000 _bootlocale.py:23(getpreferredencoding)
        5    0.000    0.000    0.000    0.000 {method 'register' of 'select.epoll' objects}
        9    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.000    0.000 headers.py:63(parse_token)
        8    0.000    0.000    0.000    0.000 {built-in method _openssl.sk_GENERAL_NAME_value}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ERR_clear_error}
        6    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_get_ex_data_X509_STORE_CTX_idx}
        1    0.000    0.000    0.000    0.000 core.py:3050(Sequence)
        2    0.000    0.000    0.000    0.000 _collections.py:58(__setitem__)
        4    0.000    0.000    0.000    0.000 message.py:120(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1361(datetime)
       13    0.000    0.000    0.000    0.000 player_network.py:149(logged_in)
        2    0.000    0.000    0.000    0.000 transports.py:301(set_write_buffer_limits)
        3    0.000    0.000    0.000    0.000 coroutines.py:68(yield_from_gen)
        1    0.000    0.000    0.000    0.000 random.py:87(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        4    0.000    0.000    0.000    0.000 weakref.py:334(__new__)
        8    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        5    0.000    0.000    0.000    0.000 <string>:12(__new__)
        2    0.000    0.000    0.000    0.000 exceptions.py:194(format_close)
        2    0.000    0.000    0.000    0.000 framing.py:254(parse_close)
        2    0.000    0.000    0.000    0.000 models.py:290(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:863(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 raw_json.py:2(<module>)
        6    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_up_ref}
        1    0.000    0.000    0.000    0.000 _ordereddict.py:23(<module>)
        4    0.000    0.000    0.000    0.000 extensions.py:1171(__iter__)
        1    0.000    0.000    0.000    0.000 crypto.py:1078(X509)
        2    0.000    0.000    0.000    0.000 response.py:547(closed)
        4    0.000    0.000    0.000    0.000 streams.py:410(feed_eof)
        2    0.000    0.000    0.000    0.000 events.py:649(_set_running_loop)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:701(__len__)
        4    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        4    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 ec.py:228(_EllipticCurvePublicKey)
       10    0.000    0.000    0.000    0.000 SSL.py:652(_requires_decorator)
        3    0.000    0.000    0.000    0.000 binding.py:104(__init__)
        1    0.000    0.000    0.000    0.000 hashes.py:39(HashContext)
        1    0.000    0.000    0.000    0.000 interfaces.py:96(RSABackend)
       10    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
       12    0.000    0.000    0.000    0.000 typing.py:651(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:1263(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl.py:383(SSLContext)
        6    0.000    0.000    0.000    0.000 base_events.py:92(_is_stream_socket)
        2    0.000    0.000    0.000    0.000 sre_parse.py:784(_parse_flags)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        4    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 dh.py:49(DHPublicNumbers)
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_NAME_get_index_by_NID}
        1    0.000    0.000    0.000    0.000 _teletex_codec.py:64(register)
        1    0.000    0.000    0.000    0.000 extensions.py:1121(Extension)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:383(PyOpenSSLContext)
        2    0.000    0.000    0.000    0.000 connection.py:85(_set_socket_options)
        1    0.000    0.000    0.000    0.000 datetime.py:659(date)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
        2    0.000    0.000    0.000    0.000 weakref.py:109(remove)
        2    0.000    0.000    0.000    0.000 codecs.py:93(__new__)
        8    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:1063(ZipFile)
        1    0.000    0.000    0.000    0.000 core.py:3848(SequenceOf)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 crypto.py:217(PKey)
        1    0.000    0.000    0.000    0.000 escsm.py:28(<module>)
        2    0.000    0.000    0.000    0.000 _collections.py:51(__getitem__)
       10    0.000    0.000    0.000    0.000 battle.py:264(player_is_p1)
       10    0.000    0.000    0.000    0.000 battle.py:267(player_is_p2)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 ssl.py:721(SSLSocket)
        2    0.000    0.000    0.000    0.000 streams.py:261(eof_received)
        1    0.000    0.000    0.000    0.000 random.py:96(seed)
        1    0.000    0.000    0.000    0.000 base_events.py:1479(set_debug)
        2    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        6    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 handshake.py:158(<genexpr>)
        4    0.000    0.000    0.000    0.000 http.py:286(__getitem__)
        2    0.000    0.000    0.000    0.000 client.py:98(process_extensions)
        2    0.000    0.000    0.000    0.000 client.py:173(process_subprotocol)
        8    0.000    0.000    0.000    0.000 cookiejar.py:131(offset_from_tz_string)
        8    0.000    0.000    0.000    0.000 cookiejar.py:955(set_ok_version)
        1    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
        1    0.000    0.000    0.000    0.000 modes.py:161(CFB8)
        4    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_CTX_get_verify_mode}
        1    0.000    0.000    0.000    0.000 algos.py:50(_ForceNullParameters)
        4    0.000    0.000    0.000    0.000 extensions.py:704(<genexpr>)
        1    0.000    0.000    0.000    0.000 extensions.py:781(NoticeReference)
        4    0.000    0.000    0.000    0.000 response.py:200(<genexpr>)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:23(is_prod_appengine)
        1    0.000    0.000    0.000    0.000 subprocess.py:1401(_try_wait)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _socket.inet_pton}
        4    0.000    0.000    0.000    0.000 headers.py:31(peek_ahead)
        4    0.000    0.000    0.000    0.000 headers.py:319(<genexpr>)
        1    0.000    0.000    0.000    0.000 request.py:1664(URLopener)
        1    0.000    0.000    0.000    0.000 mac.py:12(MACContext)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_set_default_RAND}
        1    0.000    0.000    0.000    0.000 extensions.py:488(DistributionPoint)
        1    0.000    0.000    0.000    0.000 extensions.py:1039(NameConstraints)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        2    0.000    0.000    0.000    0.000 message.py:303(set_payload)
        1    0.000    0.000    0.000    0.000 datetime.py:1024(time)
        2    0.000    0.000    0.000    0.000 connectionpool.py:878(_ipv6_host)
        1    0.000    0.000    0.000    0.000 events.py:588(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.socketpair}
        4    0.000    0.000    0.000    0.000 structures.py:60(__len__)
        8    0.000    0.000    0.000    0.000 cookiejar.py:913(is_blocked)
        8    0.000    0.000    0.000    0.000 cookiejar.py:982(set_ok_name)
        1    0.000    0.000    0.000    0.000 algorithms.py:54(TripleDES)
        2    0.000    0.000    0.000    0.000 decode_asn1.py:799(<lambda>)
        6    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_STORE_CTX_get_ex_data}
        1    0.000    0.000    0.000    0.000 extensions.py:72(Extensions)
        1    0.000    0.000    0.000    0.000 interfaces.py:183(EllipticCurveBackend)
        1    0.000    0.000    0.000    0.000 crypto.py:872(X509Req)
       16    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 typing.py:2384(io)
        1    0.000    0.000    0.000    0.000 tempfile.py:770(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 threading.py:498(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:43(_make_class_unpicklable)
        9    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 compatibility.py:5(<module>)
        8    0.000    0.000    0.000    0.000 cookies.py:65(is_unverifiable)
        1    0.000    0.000    0.000    0.000 models.py:586(Response)
        8    0.000    0.000    0.000    0.000 cookiejar.py:1061(set_ok_port)
        1    0.000    0.000    0.000    0.000 request.py:1225(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 x25519.py:31(X25519PrivateKey)
        6    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_STORE_CTX_get_error}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_get_default_RAND}
        2    0.000    0.000    0.000    0.000 {built-in method _openssl._setup_ssl_threads}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ASN1_STRING_set_default_mask_asc}
        4    0.000    0.000    0.000    0.000 extensions.py:413(<genexpr>)
        1    0.000    0.000    0.000    0.000 version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:337(timedelta)
        1    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        1    0.000    0.000    0.000    0.000 selector_events.py:815(_SelectorSslTransport)
        1    0.000    0.000    0.000    0.000 futures.py:110(Future)
        3    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
        9    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        8    0.000    0.000    0.000    0.000 cookiejar.py:928(is_not_allowed)
        2    0.000    0.000    0.000    0.000 _internal_utils.py:30(unicode_is_ascii)
        1    0.000    0.000    0.000    0.000 base.py:44(CipherContext)
       12    0.000    0.000    0.000    0.000 utils.py:113(__init__)
        2    0.000    0.000    0.000    0.000 retry.py:295(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2040(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ssl.py:567(SSLObject)
        1    0.000    0.000    0.000    0.000 unix_events.py:333(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 __init__.py:1253(Logger)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
       11    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extensions.py:336(BasicConstraints)
        1    0.000    0.000    0.000    0.000 rsa.py:21(RSAPrivateKey)
        1    0.000    0.000    0.000    0.000 crypto.py:375(_EllipticCurve)
        6    0.000    0.000    0.000    0.000 request.py:41(__init__)
        3    0.000    0.000    0.000    0.000 datetime.py:1984(_create)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 subprocess.py:1348(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 process.py:62(BaseProcess)
        2    0.000    0.000    0.000    0.000 client.py:417(flush)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        8    0.000    0.000    0.000    0.000 cookies.py:111(info)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1275(_cookie_attrs)
        1    0.000    0.000    0.000    0.000 dh.py:142(DHPrivateKey)
        1    0.000    0.000    0.000    0.000 aead.py:5(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.sk_ASN1_OBJECT_num}
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_CTX_set_mode}
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_set_tlsext_host_name}
        1    0.000    0.000    0.000    0.000 core.py:693(Constructable)
        1    0.000    0.000    0.000    0.000 core.py:1283(Concat)
        1    0.000    0.000    0.000    0.000 _types.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _elliptic_curve.py:54(PrimeCurve)
        1    0.000    0.000    0.000    0.000 ec.py:38(EllipticCurvePrivateKey)
        2    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 <string>:5(PoolKey)
        1    0.000    0.000    0.000    0.000 process.py:301(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:208(__init__)
        7    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        4    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
        2    0.000    0.000    0.000    0.000 hooks.py:23(dispatch_hook)
        1    0.000    0.000    0.000    0.000 dh.py:18(DHPrivateNumbers)
        1    0.000    0.000    0.000    0.000 dh.py:118(DHParameters)
        4    0.000    0.000    0.000    0.000 {built-in method _openssl.sk_ACCESS_DESCRIPTION_value}
        4    0.000    0.000    0.000    0.000 {built-in method _openssl.sk_POLICYINFO_value}
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.OPENSSL_free}
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_get_peer_certificate}
        1    0.000    0.000    0.000    0.000 {method 'new_allocator' of 'CompiledFFI' objects}
        1    0.000    0.000    0.000    0.000 core.py:1910(BitString)
        2    0.000    0.000    0.000    0.000 extensions.py:340(__init__)
        1    0.000    0.000    0.000    0.000 rsa.py:69(RSAPublicKey)
        1    0.000    0.000    0.000    0.000 interfaces.py:12(CipherBackend)
        2    0.000    0.000    0.000    0.000 crypto.py:208(add)
        2    0.000    0.000    0.000    0.000 timeout.py:171(start_connect)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        1    0.000    0.000    0.000    0.000 events.py:160(TimerHandle)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        6    0.000    0.000    0.000    0.000 reduction.py:43(register)
        8    0.000    0.000    0.000    0.000 client.py:428(isclosed)
        4    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
        1    0.000    0.000    0.000    0.000 protocol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rsa.py:418(_RSAPublicKey)
        1    0.000    0.000    0.000    0.000 modes.py:30(ModeWithInitializationVector)
        1    0.000    0.000    0.000    0.000 modes.py:197(GCM)
        6    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_STORE_CTX_get_error_depth}
        4    0.000    0.000    0.000    0.000 SSL.py:287(__init__)
        2    0.000    0.000    0.000    0.000 SSL.py:1497(__getattr__)
        2    0.000    0.000    0.000    0.000 SSL.py:2125(set_connect_state)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_by_id}
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.OpenSSL_add_all_algorithms}
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_NAME_ENTRY_get_data}
        1    0.000    0.000    0.000    0.000 hashes.py:66(Hash)
        1    0.000    0.000    0.000    0.000 name.py:32(NameAttribute)
        1    0.000    0.000    0.000    0.000 core.py:168(Asn1Value)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 extensions.py:594(PolicyConstraints)
        1    0.000    0.000    0.000    0.000 extensions.py:1338(InvalidityDate)
        6    0.000    0.000    0.000    0.000 pyopenssl.py:465(_verify_callback)
        1    0.000    0.000    0.000    0.000 <string>:5(DefaultVerifyPaths)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        2    0.000    0.000    0.000    0.000 streams.py:229(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        5    0.000    0.000    0.000    0.000 __init__.py:1109(__init__)
       11    0.000    0.000    0.000    0.000 selectors.py:272(get_map)
        4    0.000    0.000    0.000    0.000 weakref.py:339(__init__)
       10    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 permessage_deflate.py:156(get_request_params)
        1    0.000    0.000    0.000    0.000 binding.py:21(_OpenSSLError)
        1    0.000    0.000    0.000    0.000 __init__.py:311(CDLL)
        1    0.000    0.000    0.000    0.000 extensions.py:694(PolicyInformation)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        5    0.000    0.000    0.000    0.000 datetime.py:309(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:954(tzinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:74(_check_cryptography)
        1    0.000    0.000    0.000    0.000 typing.py:216(_ForwardRef)
        2    0.000    0.000    0.000    0.000 streams.py:281(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:542(Popen)
        1    0.000    0.000    0.000    0.000 __init__.py:1236(_fixupChildren)
        1    0.000    0.000    0.000    0.000 base_events.py:185(_run_until_complete_cb)
